0,12.2,23.2,12.3333,18.4,65.3,28.6667,16.9333,14.0333,21.7,9.7333,12.2667,113.3,16.9667,27.8,33.7,12.8333,8.7333,22.8333,29.1,31.3333,15.7333,21.3667,55.6,9.6333,57.8333,12.8,13.5667,9.8333,42.0,9.7333,99.9333,39.1667,19.6667,11.2333,29.5667,15.2333,23.0333,34.0,30.8667,19.0667,44.6333,65.1667,45.3,47.8667,49.0,49.7667,38.4,51.6667,103.6,50.0,40.5,64.8333,36.8333,51.3,109.7667,44.8333,31.5667,47.8667,49.3333,120.1667,49.4667,81.7,42.1667,43.8333,102.8,72.2667,34.5667,76.0,1.4333,1.8667,1.8333,1.7,1.5,131.4,121.1667,35.1,123.2,67.0,36.5333,42.7333
1,18.8333,14.3333,90.1333,52.8667,10.5333,29.5,13.8,13.2333,21.4,14.7,30.4667,30.8667,17.6333,60.0,30.3333,72.9333,11.1667,24.6,40.4,11.3667,50.8333,110.9333,12.5333,54.0,14.8333,28.2667,8.1333,25.5,36.1667,81.8,9.6,59.8,90.6667,90.9,69.0667,27.9667,41.5667,26.0667,43.9,21.0333,43.6333,130.1667,204.3,59.0333,53.5667,56.3,50.4333,80.9333,106.2,59.0,79.0333,64.9333,127.1,53.8667,98.6,58.6667,104.9667,73.6,52.6667,83.9667,55.8,73.4333,55.5333,40.7333,70.9667,36.3333,55.0,65.5333,118.8667,56.4333,91.3,132.6667,43.0,76.4,70.8333,63.1667,82.5333,158.7333,88.5667,151.7667
2,11.4667,14.5,30.4333,26.3,16.8667,39.3667,15.3,13.7333,47.0333,14.7333,11.9333,154.4333,44.9,15.7,34.3667,32.8667,22.6333,24.2333,14.9333,11.5,11.1333,12.6333,26.8333,130.3,21.5333,21.8667,14.2,22.6,50.7333,16.7,80.1667,8.2333,30.1,89.4667,57.9667,57.7,47.3667,20.5333,107.1,10.6667,46.2,118.0,125.5,56.6,73.9333,147.9,41.1333,47.1667,72.5667,52.3,68.8667,65.2333,34.0,101.1,52.6,59.9,88.0,51.0333,159.7,141.7333,40.7333,111.1667,82.5667,169.8,105.7667,36.2667,93.2,65.5667,155.2333,36.5,240.0333,58.6333,59.4333,49.4,49.0333,54.1667,46.6667,124.1333,67.1667,94.8333
3,12.1333,14.3667,36.3333,45.2333,132.6333,43.7,10.7667,16.5,30.5,12.4333,11.7333,74.2333,19.6333,39.7333,104.3333,60.0,9.8,64.8667,29.8,16.1333,11.1,17.0667,117.6,56.0667,31.2667,24.0,58.1667,66.1333,7.6667,10.0667,35.8333,33.3667,27.1333,9.7,48.9333,106.2667,115.9333,17.1333,70.0333,87.6,113.0667,79.4333,127.7,166.9333,66.9,57.9333,142.9667,36.6333,89.4333,142.6667,53.5667,109.6333,39.7667,92.0333,102.0667,137.7667,42.3,49.2,44.6,112.5333,91.0,67.1,240.0333,42.6,95.2,63.9333,79.5,76.9,65.0,69.3,58.5667,139.8333,119.1333,78.8,240.0333,49.9333,85.9667,37.3,146.9,64.3333
4,13.2,14.1667,26.5333,10.4333,17.5667,78.2667,16.8333,33.7333,19.5,19.4,12.1333,76.6333,198.6667,85.1,59.1,57.5,23.5667,26.7333,75.9,27.8,24.4,200.4,104.0333,29.6667,10.2,63.6333,42.6667,48.4667,105.1667,89.2667,43.6667,42.7667,63.8333,59.3,128.2,10.5333,104.0333,28.8333,93.6,142.7333,48.0,140.5667,76.3,83.4,48.8667,193.0333,172.2333,36.1333,91.6667,118.6667,47.9333,126.6667,41.4,69.5333,105.2333,74.4,145.4667,65.6333,64.7333,112.1667,71.0333,109.8333,173.5667,138.5333,163.7667,64.0333,78.0,74.2333,71.0333,56.7667,56.5,240.0333,123.1667,37.8667,207.7,115.3,78.0333,126.9667,86.4,153.8667
5,11.8333,22.3,70.7,10.5667,42.4,47.6,17.6667,24.1,21.5333,18.9333,12.0667,123.2333,22.2667,39.0,71.9667,46.1,23.6,19.7667,14.2,15.7667,13.5667,19.1667,16.6333,33.1667,10.2333,22.6,27.8667,37.7333,9.2333,46.5333,9.8,26.0333,22.5333,139.8333,113.7667,17.7667,75.4,29.3667,57.1333,46.2,47.5667,146.2667,99.0333,56.4333,56.0667,57.2,50.1667,77.7667,91.5667,136.0333,111.1667,141.0333,44.9667,86.9333,113.8667,58.1667,42.1,74.9667,74.7333,37.0333,94.6,190.0,240.0333,141.1,47.2667,111.1667,79.0,139.2667,74.2,118.0333,49.8,55.0667,74.1333,126.4,70.4667,47.9333,57.7,240.0333,69.1,221.7667
6,15.7333,14.1667,72.6,10.2667,15.0,30.3667,17.6,10.5333,23.4333,17.4333,11.7,30.1667,21.8667,26.7,53.3333,15.1667,19.0333,28.7,76.4,12.6333,8.4667,16.9333,22.8333,62.3333,29.3,33.7,8.5667,67.1333,17.8667,11.9,122.0667,60.2,23.0,117.9,115.7,37.7333,175.9333,61.7333,50.3667,24.4333,45.4667,110.7,69.0,52.5,37.6667,157.9667,107.9667,44.9333,90.9333,145.9333,61.2667,32.7,93.1,43.9,58.8333,39.8,45.4,240.0333,66.5667,105.6333,107.6,67.0667,49.4,5.8,240.0333,121.0667,5.9667,235.3667,40.6667,66.8,240.0333,7.0667,7.1667,44.3667,156.6333,7.1,7.0,80.7667,7.1,105.2333
7,12.0333,25.4667,37.5333,10.4667,14.7667,11.8667,14.4667,11.6333,35.2333,17.9667,11.9333,75.0333,50.9667,27.3,34.4667,19.7667,18.2333,13.7333,14.7,42.6333,11.6333,17.9,57.3667,52.8667,14.2,40.0667,8.3667,29.5333,32.0667,9.8667,29.5667,33.3333,34.9,116.9,113.3667,27.0333,38.8333,41.5667,38.8,50.7333,46.3,109.2333,88.7667,56.7,44.8,47.8333,52.9333,43.8667,69.7,42.9,50.7333,72.6,26.5333,46.4667,162.2667,75.3,36.3333,79.4,47.8,85.8667,66.7,65.3333,6.4667,6.2333,5.9,6.4667,57.5,94.4,38.7333,111.6,192.4333,55.0,100.0667,81.8,6.3333,6.1333,6.6333,145.7333,6.1333,79.2333
8,16.6,19.2,30.7,10.5333,35.0,49.0,28.0,10.5333,23.1,34.0667,28.0667,32.3667,32.4333,59.3333,62.1333,17.8333,20.7667,47.0333,21.2,29.5667,22.8667,23.6667,22.9667,44.8,13.9667,32.3333,27.5667,97.4667,69.2,22.3333,12.9667,13.1667,19.4667,20.6333,48.6333,20.4,39.3333,19.0,21.0333,104.2,53.4,95.4,75.1,38.9333,45.5333,71.3667,65.9,148.5333,71.6333,56.3,47.7667,72.5333,62.7333,46.1333,44.5,52.3667,32.7667,50.5667,52.3667,26.7667,74.5,61.7,98.0,73.7,95.3333,6.0333,5.4667,52.9667,44.5333,81.8,71.4333,54.8333,58.4,166.3,67.5667,74.9333,46.6667,60.5,70.1,240.0333
9,12.3333,26.7333,26.0333,10.5,37.9333,32.8,16.2333,47.7333,20.8667,10.7667,21.9,35.9667,38.1333,50.3333,14.9667,57.2667,23.5667,63.1333,11.8667,18.3667,12.2333,18.1,23.1,41.8333,78.8667,55.4,33.7,37.9333,55.1,9.7333,20.1,70.8,59.5333,21.1667,43.9,10.6667,44.2333,33.3,107.1,53.0,93.5667,51.4333,89.3667,48.8,39.9,70.8667,48.3667,38.5667,81.3667,51.2667,62.9,51.3667,89.8,60.5,39.5,67.6333,31.3,68.2667,64.4333,41.8667,37.6667,168.2667,120.8333,52.8333,138.9667,48.1333,55.5333,49.6333,37.8333,66.7,6.2,6.1667,34.5667,49.6,67.3667,6.2,7.0333,44.7667,6.7,39.9667
